,Id,OrderId,ProductId,UnitPrice,Quantity,Discount,Discontinued,UnitsInStock,NotInStock,Price
844,10563/36,10563,36,19.0,25,0.0,0,112,0,475.0
845,10563/52,10563,52,7.0,70,0.0,0,38,0,490.0
846,10564/17,10564,17,39.0,16,0.05,1,0,1,592.8
847,10564/31,10564,31,12.5,6,0.05,0,0,1,71.25
848,10564/55,10564,55,24.0,25,0.05,0,115,0,569.9999999999999
849,10565/24,10565,24,4.5,25,0.1,1,20,1,101.25
850,10565/64,10565,64,33.25,18,0.1,0,22,0,538.65
851,10566/11,10566,11,21.0,35,0.15,0,22,0,624.7499999999999
852,10566/18,10566,18,62.5,18,0.15,0,42,0,956.25
853,10566/76,10566,76,18.0,10,0.0,0,57,0,180.0
854,10567/31,10567,31,12.5,60,0.2,0,0,1,600.0
855,10567/51,10567,51,53.0,3,0.0,0,20,0,159.0
856,10567/59,10567,59,55.0,40,0.2,0,79,0,1760.0
857,10568/10,10568,10,31.0,5,0.0,0,31,0,155.0
858,10569/31,10569,31,12.5,35,0.2,0,0,1,350.0
859,10569/76,10569,76,18.0,30,0.0,0,57,0,540.0
860,10570/11,10570,11,21.0,15,0.05,0,22,0,299.25
861,10570/56,10570,56,38.0,60,0.05,0,21,0,2166.0
862,10571/14,10571,14,23.25,11,0.15,0,35,0,217.3875
863,10571/42,10571,42,14.0,28,0.15,1,26,1,333.2
864,10572/16,10572,16,17.45,12,0.1,0,29,0,188.46
865,10572/32,10572,32,32.0,10,0.1,0,9,0,288.0
866,10572/40,10572,40,18.4,50,0.0,0,123,0,919.9999999999999
867,10572/75,10572,75,7.75,15,0.1,0,125,0,104.62500000000001
868,10573/17,10573,17,39.0,18,0.0,1,0,1,702.0
869,10573/34,10573,34,14.0,40,0.0,0,111,0,560.0
870,10573/53,10573,53,32.8,25,0.0,1,0,1,819.9999999999999
871,10574/33,10574,33,2.5,14,0.0,0,112,0,35.0
872,10574/40,10574,40,18.4,2,0.0,0,123,0,36.8
873,10574/62,10574,62,49.3,10,0.0,0,17,0,493.0
874,10574/64,10574,64,33.25,6,0.0,0,22,0,199.5
875,10575/59,10575,59,55.0,12,0.0,0,79,0,660.0
876,10575/63,10575,63,43.9,6,0.0,0,24,0,263.4
877,10575/72,10575,72,34.8,30,0.0,0,14,0,1044.0
878,10575/76,10575,76,18.0,10,0.0,0,57,0,180.0
879,10576/1,10576,1,18.0,10,0.0,0,39,0,180.0
880,10576/31,10576,31,12.5,20,0.0,0,0,1,250.0
881,10576/44,10576,44,19.45,21,0.0,0,27,0,408.45
882,10577/39,10577,39,18.0,10,0.0,0,69,0,180.0
883,10577/75,10577,75,7.75,20,0.0,0,125,0,155.0
884,10577/77,10577,77,13.0,18,0.0,0,32,0,234.0
885,10578/35,10578,35,18.0,20,0.0,0,20,0,360.0
886,10578/57,10578,57,19.5,6,0.0,0,36,0,117.0
887,10579/15,10579,15,15.5,10,0.0,0,39,0,155.0
888,10579/75,10579,75,7.75,21,0.0,0,125,0,162.75
889,10580/14,10580,14,23.25,15,0.05,0,35,0,331.3125
890,10580/41,10580,41,9.65,9,0.05,0,85,0,82.50750000000001
891,10580/65,10580,65,21.05,30,0.05,0,76,0,599.925
892,10581/75,10581,75,7.75,50,0.2,0,125,0,310.0
893,10582/57,10582,57,19.5,4,0.0,0,36,0,78.0
894,10582/76,10582,76,18.0,14,0.0,0,57,0,252.0
895,10583/29,10583,29,123.79,10,0.0,1,0,1,1237.9
896,10583/60,10583,60,34.0,24,0.15,0,19,0,693.5999999999999
897,10583/69,10583,69,36.0,10,0.15,0,26,0,306.0
898,10584/31,10584,31,12.5,50,0.05,0,0,1,593.75
899,10585/47,10585,47,9.5,15,0.0,0,36,0,142.5
900,10586/52,10586,52,7.0,4,0.15,0,38,0,23.8
901,10587/26,10587,26,31.23,6,0.0,0,15,0,187.38
902,10587/35,10587,35,18.0,20,0.0,0,20,0,360.0
903,10587/77,10587,77,13.0,20,0.0,0,32,0,260.0
904,10588/18,10588,18,62.5,40,0.2,0,42,0,2000.0
905,10588/42,10588,42,14.0,100,0.2,1,26,1,1120.0
906,10589/35,10589,35,18.0,4,0.0,0,20,0,72.0
907,10590/1,10590,1,18.0,20,0.0,0,39,0,360.0
908,10590/77,10590,77,13.0,60,0.05,0,32,0,741.0
909,10591/3,10591,3,10.0,14,0.0,0,13,0,140.0
910,10591/7,10591,7,30.0,10,0.0,0,15,0,300.0
911,10591/54,10591,54,7.45,50,0.0,0,21,0,372.5
912,10592/15,10592,15,15.5,25,0.05,0,39,0,368.125
913,10592/26,10592,26,31.23,5,0.05,0,15,0,148.3425
914,10593/20,10593,20,81.0,21,0.2,0,40,0,1360.8
915,10593/69,10593,69,36.0,20,0.2,0,26,0,576.0
916,10593/76,10593,76,18.0,4,0.2,0,57,0,57.6
917,10594/52,10594,52,7.0,24,0.0,0,38,0,168.0
918,10594/58,10594,58,13.25,30,0.0,0,62,0,397.5
919,10595/35,10595,35,18.0,30,0.25,0,20,0,405.0
920,10595/61,10595,61,28.5,120,0.25,0,113,0,2565.0
921,10595/69,10595,69,36.0,65,0.25,0,26,0,1755.0
922,10596/56,10596,56,38.0,5,0.2,0,21,0,152.0
923,10596/63,10596,63,43.9,24,0.2,0,24,0,842.8799999999999
924,10596/75,10596,75,7.75,30,0.2,0,125,0,186.0
925,10597/24,10597,24,4.5,35,0.2,1,20,1,126.0
926,10597/57,10597,57,19.5,20,0.0,0,36,0,390.0
927,10597/65,10597,65,21.05,12,0.2,0,76,0,202.07999999999998
928,10598/27,10598,27,43.9,50,0.0,0,49,0,2195.0
929,10598/71,10598,71,21.5,9,0.0,0,26,0,193.5
930,10599/62,10599,62,49.3,10,0.0,0,17,0,493.0
931,10600/54,10600,54,7.45,4,0.0,0,21,0,29.8
932,10600/73,10600,73,15.0,30,0.0,0,101,0,450.0
933,10601/13,10601,13,6.0,60,0.0,0,24,0,360.0
934,10601/59,10601,59,55.0,35,0.0,0,79,0,1925.0
935,10602/77,10602,77,13.0,5,0.25,0,32,0,48.75
936,10603/22,10603,22,21.0,48,0.0,0,104,0,1008.0
937,10603/49,10603,49,20.0,25,0.05,0,10,0,475.0
938,10604/48,10604,48,12.75,6,0.1,0,15,0,68.85
939,10604/76,10604,76,18.0,10,0.1,0,57,0,162.0
940,10605/16,10605,16,17.45,30,0.05,0,29,0,497.32499999999993
941,10605/59,10605,59,55.0,20,0.05,0,79,0,1045.0
942,10605/60,10605,60,34.0,70,0.05,0,19,0,2261.0
943,10605/71,10605,71,21.5,15,0.05,0,26,0,306.375
944,10606/4,10606,4,22.0,20,0.2,0,53,0,352.0
945,10606/55,10606,55,24.0,20,0.2,0,115,0,384.00000000000006
946,10606/62,10606,62,49.3,10,0.2,0,17,0,394.4
947,10607/7,10607,7,30.0,45,0.0,0,15,0,1350.0
948,10607/17,10607,17,39.0,100,0.0,1,0,1,3900.0
949,10607/33,10607,33,2.5,14,0.0,0,112,0,35.0
950,10607/40,10607,40,18.4,42,0.0,0,123,0,772.8
951,10607/72,10607,72,34.8,12,0.0,0,14,0,417.59999999999997
952,10608/56,10608,56,38.0,28,0.0,0,21,0,1064.0
953,10609/1,10609,1,18.0,3,0.0,0,39,0,54.0
954,10609/10,10609,10,31.0,10,0.0,0,31,0,310.0
955,10609/21,10609,21,10.0,6,0.0,0,3,0,60.0
956,10610/36,10610,36,19.0,21,0.25,0,112,0,299.25
957,10611/1,10611,1,18.0,6,0.0,0,39,0,108.0
958,10611/2,10611,2,19.0,10,0.0,0,17,0,190.0
959,10611/60,10611,60,34.0,15,0.0,0,19,0,510.0
960,10612/10,10612,10,31.0,70,0.0,0,31,0,2170.0
961,10612/36,10612,36,19.0,55,0.0,0,112,0,1045.0
962,10612/49,10612,49,20.0,18,0.0,0,10,0,360.0
963,10612/60,10612,60,34.0,40,0.0,0,19,0,1360.0
964,10612/76,10612,76,18.0,80,0.0,0,57,0,1440.0
965,10613/13,10613,13,6.0,8,0.1,0,24,0,43.2
966,10613/75,10613,75,7.75,40,0.0,0,125,0,310.0
967,10614/11,10614,11,21.0,14,0.0,0,22,0,294.0
968,10614/21,10614,21,10.0,8,0.0,0,3,0,80.0
969,10614/39,10614,39,18.0,5,0.0,0,69,0,90.0
970,10615/55,10615,55,24.0,5,0.0,0,115,0,120.0
971,10616/38,10616,38,263.5,15,0.05,0,17,0,3754.875
972,10616/56,10616,56,38.0,14,0.0,0,21,0,532.0
973,10616/70,10616,70,15.0,15,0.05,0,15,0,213.75
974,10616/71,10616,71,21.5,15,0.05,0,26,0,306.375
975,10617/59,10617,59,55.0,30,0.15,0,79,0,1402.5
976,10618/6,10618,6,25.0,70,0.0,0,120,0,1750.0
977,10618/56,10618,56,38.0,20,0.0,0,21,0,760.0
978,10618/68,10618,68,12.5,15,0.0,0,6,0,187.5
979,10619/21,10619,21,10.0,42,0.0,0,3,0,420.0
980,10619/22,10619,22,21.0,40,0.0,0,104,0,840.0
981,10620/24,10620,24,4.5,5,0.0,1,20,1,22.5
982,10620/52,10620,52,7.0,5,0.0,0,38,0,35.0
983,10621/19,10621,19,9.2,5,0.0,0,25,0,46.0
984,10621/23,10621,23,9.0,10,0.0,0,61,0,90.0
985,10621/70,10621,70,15.0,20,0.0,0,15,0,300.0
986,10621/71,10621,71,21.5,15,0.0,0,26,0,322.5
987,10622/2,10622,2,19.0,20,0.0,0,17,0,380.0
988,10622/68,10622,68,12.5,18,0.2,0,6,0,180.0
989,10623/14,10623,14,23.25,21,0.0,0,35,0,488.25
990,10623/19,10623,19,9.2,15,0.1,0,25,0,124.19999999999999
991,10623/21,10623,21,10.0,25,0.1,0,3,0,225.0
992,10623/24,10623,24,4.5,3,0.0,1,20,1,13.5
993,10623/35,10623,35,18.0,30,0.1,0,20,0,486.0
994,10624/28,10624,28,45.6,10,0.0,1,26,1,456.0
995,10624/29,10624,29,123.79,6,0.0,1,0,1,742.74
996,10624/44,10624,44,19.45,10,0.0,0,27,0,194.5
997,10625/14,10625,14,23.25,3,0.0,0,35,0,69.75
998,10625/42,10625,42,14.0,5,0.0,1,26,1,70.0
999,10625/60,10625,60,34.0,10,0.0,0,19,0,340.0
1000,10626/53,10626,53,32.8,12,0.0,1,0,1,393.59999999999997
1001,10626/60,10626,60,34.0,20,0.0,0,19,0,680.0
1002,10626/71,10626,71,21.5,20,0.0,0,26,0,430.0
1003,10627/62,10627,62,49.3,15,0.0,0,17,0,739.5
1004,10627/73,10627,73,15.0,35,0.15,0,101,0,446.25
1005,10628/1,10628,1,18.0,25,0.0,0,39,0,450.0
1006,10629/29,10629,29,123.79,20,0.0,1,0,1,2475.8
1007,10629/64,10629,64,33.25,9,0.0,0,22,0,299.25
1008,10630/55,10630,55,24.0,12,0.05,0,115,0,273.59999999999997
1009,10630/76,10630,76,18.0,35,0.0,0,57,0,630.0
1010,10631/75,10631,75,7.75,8,0.1,0,125,0,55.800000000000004
1011,10632/2,10632,2,19.0,30,0.05,0,17,0,541.5
1012,10632/33,10632,33,2.5,20,0.05,0,112,0,47.5
1013,10633/12,10633,12,38.0,36,0.15,0,86,0,1162.8
1014,10633/13,10633,13,6.0,13,0.15,0,24,0,66.3
1015,10633/26,10633,26,31.23,35,0.15,0,15,0,929.0925
1016,10633/62,10633,62,49.3,80,0.15,0,17,0,3352.3999999999996
1017,10634/7,10634,7,30.0,35,0.0,0,15,0,1050.0
1018,10634/18,10634,18,62.5,50,0.0,0,42,0,3125.0
1019,10634/51,10634,51,53.0,15,0.0,0,20,0,795.0
1020,10634/75,10634,75,7.75,2,0.0,0,125,0,15.5
1021,10635/4,10635,4,22.0,10,0.1,0,53,0,198.0
1022,10635/5,10635,5,21.35,15,0.1,1,0,1,288.225
1023,10635/22,10635,22,21.0,40,0.0,0,104,0,840.0
1024,10636/4,10636,4,22.0,25,0.0,0,53,0,550.0
1025,10636/58,10636,58,13.25,6,0.0,0,62,0,79.5
1026,10637/11,10637,11,21.0,10,0.0,0,22,0,210.0
1027,10637/50,10637,50,16.25,25,0.05,0,65,0,385.9375
1028,10637/56,10637,56,38.0,60,0.05,0,21,0,2166.0
1029,10638/45,10638,45,9.5,20,0.0,0,5,0,190.0
1030,10638/65,10638,65,21.05,21,0.0,0,76,0,442.05
1031,10638/72,10638,72,34.8,60,0.0,0,14,0,2088.0
1032,10639/18,10639,18,62.5,8,0.0,0,42,0,500.0
1033,10640/69,10640,69,36.0,20,0.25,0,26,0,540.0
1034,10640/70,10640,70,15.0,15,0.25,0,15,0,168.75
1035,10641/2,10641,2,19.0,50,0.0,0,17,0,950.0
1036,10641/40,10641,40,18.4,60,0.0,0,123,0,1104.0
1037,10642/21,10642,21,10.0,30,0.2,0,3,0,240.0
1038,10642/61,10642,61,28.5,20,0.2,0,113,0,456.0
1039,10643/28,10643,28,45.6,15,0.25,1,26,1,513.0
1040,10643/39,10643,39,18.0,21,0.25,0,69,0,283.5
1041,10643/46,10643,46,12.0,2,0.25,0,95,0,18.0
1042,10644/18,10644,18,62.5,4,0.1,0,42,0,225.0
1043,10644/43,10644,43,46.0,20,0.0,0,17,0,920.0
1044,10644/46,10644,46,12.0,21,0.1,0,95,0,226.8
1045,10645/18,10645,18,62.5,20,0.0,0,42,0,1250.0
1046,10645/36,10645,36,19.0,15,0.0,0,112,0,285.0
1047,10646/1,10646,1,18.0,15,0.25,0,39,0,202.5
1048,10646/10,10646,10,31.0,18,0.25,0,31,0,418.5
1049,10646/71,10646,71,21.5,30,0.25,0,26,0,483.75
1050,10646/77,10646,77,13.0,35,0.25,0,32,0,341.25
1051,10647/19,10647,19,9.2,30,0.0,0,25,0,276.0
1052,10647/39,10647,39,18.0,20,0.0,0,69,0,360.0
1053,10648/22,10648,22,21.0,15,0.0,0,104,0,315.0
1054,10648/24,10648,24,4.5,15,0.15,1,20,1,57.37499999999999
1055,10649/28,10649,28,45.6,20,0.0,1,26,1,912.0
1056,10649/72,10649,72,34.8,15,0.0,0,14,0,522.0
1057,10650/30,10650,30,25.89,30,0.0,0,10,0,776.7
1058,10650/53,10650,53,32.8,25,0.05,1,0,1,778.9999999999999
1059,10650/54,10650,54,7.45,30,0.0,0,21,0,223.5
1060,10651/19,10651,19,9.2,12,0.25,0,25,0,82.8
1061,10651/22,10651,22,21.0,20,0.25,0,104,0,315.0
1062,10652/30,10652,30,25.89,2,0.25,0,10,0,38.835
1063,10652/42,10652,42,14.0,20,0.0,1,26,1,280.0
1064,10653/16,10653,16,17.45,30,0.1,0,29,0,471.15
1065,10653/60,10653,60,34.0,20,0.1,0,19,0,612.0
1066,10654/4,10654,4,22.0,12,0.1,0,53,0,237.60000000000002
1067,10654/39,10654,39,18.0,20,0.1,0,69,0,324.0
1068,10654/54,10654,54,7.45,6,0.1,0,21,0,40.230000000000004
1069,10655/41,10655,41,9.65,20,0.2,0,85,0,154.4
1070,10656/14,10656,14,23.25,3,0.1,0,35,0,62.775000000000006
1071,10656/44,10656,44,19.45,28,0.1,0,27,0,490.14
1072,10656/47,10656,47,9.5,6,0.1,0,36,0,51.300000000000004
1073,10657/15,10657,15,15.5,50,0.0,0,39,0,775.0
1074,10657/41,10657,41,9.65,24,0.0,0,85,0,231.60000000000002
1075,10657/46,10657,46,12.0,45,0.0,0,95,0,540.0
1076,10657/47,10657,47,9.5,10,0.0,0,36,0,95.0
1077,10657/56,10657,56,38.0,45,0.0,0,21,0,1710.0
1078,10657/60,10657,60,34.0,30,0.0,0,19,0,1020.0
1079,10658/21,10658,21,10.0,60,0.0,0,3,0,600.0
1080,10658/40,10658,40,18.4,70,0.05,0,123,0,1223.5999999999997
1081,10658/60,10658,60,34.0,55,0.05,0,19,0,1776.4999999999998
1082,10658/77,10658,77,13.0,70,0.05,0,32,0,864.5
1083,10659/31,10659,31,12.5,20,0.05,0,0,1,237.5
1084,10659/40,10659,40,18.4,24,0.05,0,123,0,419.5199999999999
1085,10659/70,10659,70,15.0,40,0.05,0,15,0,570.0
1086,10660/20,10660,20,81.0,21,0.0,0,40,0,1701.0
1087,10661/39,10661,39,18.0,3,0.2,0,69,0,43.2
1088,10661/58,10661,58,13.25,49,0.2,0,62,0,519.4000000000001
1089,10662/68,10662,68,12.5,10,0.0,0,6,0,125.0
1090,10663/40,10663,40,18.4,30,0.05,0,123,0,524.3999999999999
1091,10663/42,10663,42,14.0,30,0.05,1,26,1,398.99999999999994
1092,10663/51,10663,51,53.0,20,0.05,0,20,0,1006.9999999999999
1093,10664/10,10664,10,31.0,24,0.15,0,31,0,632.4
1094,10664/56,10664,56,38.0,12,0.15,0,21,0,387.59999999999997
1095,10664/65,10664,65,21.05,15,0.15,0,76,0,268.38750000000005
1096,10665/51,10665,51,53.0,20,0.0,0,20,0,1060.0
1097,10665/59,10665,59,55.0,1,0.0,0,79,0,55.0
1098,10665/76,10665,76,18.0,10,0.0,0,57,0,180.0
1099,10666/29,10666,29,123.79,36,0.0,1,0,1,4456.4400000000005
1100,10666/65,10666,65,21.05,10,0.0,0,76,0,210.5
1101,10667/69,10667,69,36.0,45,0.2,0,26,0,1296.0
1102,10667/71,10667,71,21.5,14,0.2,0,26,0,240.79999999999998
1103,10668/31,10668,31,12.5,8,0.1,0,0,1,90.0
1104,10668/55,10668,55,24.0,4,0.1,0,115,0,86.4
1105,10668/64,10668,64,33.25,15,0.1,0,22,0,448.875
1106,10669/36,10669,36,19.0,30,0.0,0,112,0,570.0
1107,10670/23,10670,23,9.0,32,0.0,0,61,0,288.0
1108,10670/46,10670,46,12.0,60,0.0,0,95,0,720.0
1109,10670/67,10670,67,14.0,25,0.0,0,52,0,350.0
1110,10670/73,10670,73,15.0,50,0.0,0,101,0,750.0
1111,10670/75,10670,75,7.75,25,0.0,0,125,0,193.75
1112,10671/16,10671,16,17.45,10,0.0,0,29,0,174.5
1113,10671/62,10671,62,49.3,10,0.0,0,17,0,493.0
1114,10671/65,10671,65,21.05,12,0.0,0,76,0,252.60000000000002
1115,10672/38,10672,38,263.5,15,0.1,0,17,0,3557.25
1116,10672/71,10672,71,21.5,12,0.0,0,26,0,258.0
1117,10673/16,10673,16,17.45,3,0.0,0,29,0,52.349999999999994
1118,10673/42,10673,42,14.0,6,0.0,1,26,1,84.0
1119,10673/43,10673,43,46.0,6,0.0,0,17,0,276.0
1120,10674/23,10674,23,9.0,5,0.0,0,61,0,45.0
1121,10675/14,10675,14,23.25,30,0.0,0,35,0,697.5
1122,10675/53,10675,53,32.8,10,0.0,1,0,1,328.0
1123,10675/58,10675,58,13.25,30,0.0,0,62,0,397.5
1124,10676/10,10676,10,31.0,2,0.0,0,31,0,62.0
1125,10676/19,10676,19,9.2,7,0.0,0,25,0,64.39999999999999
1126,10676/44,10676,44,19.45,21,0.0,0,27,0,408.45
1127,10677/26,10677,26,31.23,30,0.15,0,15,0,796.365
1128,10677/33,10677,33,2.5,8,0.15,0,112,0,17.0
1129,10678/12,10678,12,38.0,100,0.0,0,86,0,3800.0
1130,10678/33,10678,33,2.5,30,0.0,0,112,0,75.0
1131,10678/41,10678,41,9.65,120,0.0,0,85,0,1158.0
1132,10678/54,10678,54,7.45,30,0.0,0,21,0,223.5
1133,10679/59,10679,59,55.0,12,0.0,0,79,0,660.0
1134,10680/16,10680,16,17.45,50,0.25,0,29,0,654.3749999999999
1135,10680/31,10680,31,12.5,20,0.25,0,0,1,187.5
1136,10680/42,10680,42,14.0,40,0.25,1,26,1,420.0
1137,10681/19,10681,19,9.2,30,0.1,0,25,0,248.39999999999998
1138,10681/21,10681,21,10.0,12,0.1,0,3,0,108.0
1139,10681/64,10681,64,33.25,28,0.0,0,22,0,931.0
1140,10682/33,10682,33,2.5,30,0.0,0,112,0,75.0
1141,10682/66,10682,66,17.0,4,0.0,0,4,0,68.0
1142,10682/75,10682,75,7.75,30,0.0,0,125,0,232.5
1143,10683/52,10683,52,7.0,9,0.0,0,38,0,63.0
1144,10684/40,10684,40,18.4,20,0.0,0,123,0,368.0
1145,10684/47,10684,47,9.5,40,0.0,0,36,0,380.0
1146,10684/60,10684,60,34.0,30,0.0,0,19,0,1020.0
1147,10685/10,10685,10,31.0,20,0.0,0,31,0,620.0
1148,10685/41,10685,41,9.65,4,0.0,0,85,0,38.6
1149,10685/47,10685,47,9.5,15,0.0,0,36,0,142.5
1150,10686/17,10686,17,39.0,30,0.2,1,0,1,936.0000000000001
1151,10686/26,10686,26,31.23,15,0.0,0,15,0,468.45
1152,10687/9,10687,9,97.0,50,0.25,1,29,1,3637.5
1153,10687/29,10687,29,123.79,10,0.0,1,0,1,1237.9
1154,10687/36,10687,36,19.0,6,0.25,0,112,0,85.5
1155,10688/10,10688,10,31.0,18,0.1,0,31,0,502.20000000000005
1156,10688/28,10688,28,45.6,60,0.1,1,26,1,2462.4
1157,10688/34,10688,34,14.0,14,0.0,0,111,0,196.0
1158,10689/1,10689,1,18.0,35,0.25,0,39,0,472.5
1159,10690/56,10690,56,38.0,20,0.25,0,21,0,570.0
1160,10690/77,10690,77,13.0,30,0.25,0,32,0,292.5
1161,10691/1,10691,1,18.0,30,0.0,0,39,0,540.0
1162,10691/29,10691,29,123.79,40,0.0,1,0,1,4951.6
1163,10691/43,10691,43,46.0,40,0.0,0,17,0,1840.0
1164,10691/44,10691,44,19.45,24,0.0,0,27,0,466.79999999999995
1165,10691/62,10691,62,49.3,48,0.0,0,17,0,2366.3999999999996
1166,10692/63,10692,63,43.9,20,0.0,0,24,0,878.0
1167,10693/9,10693,9,97.0,6,0.0,1,29,1,582.0
1168,10693/54,10693,54,7.45,60,0.15,0,21,0,379.95
1169,10693/69,10693,69,36.0,30,0.15,0,26,0,917.9999999999999
1170,10693/73,10693,73,15.0,15,0.15,0,101,0,191.25
1171,10694/7,10694,7,30.0,90,0.0,0,15,0,2700.0
1172,10694/59,10694,59,55.0,25,0.0,0,79,0,1375.0
1173,10694/70,10694,70,15.0,50,0.0,0,15,0,750.0
1174,10695/8,10695,8,40.0,10,0.0,0,6,0,400.0
1175,10695/12,10695,12,38.0,4,0.0,0,86,0,152.0
1176,10695/24,10695,24,4.5,20,0.0,1,20,1,90.0
1177,10696/17,10696,17,39.0,20,0.0,1,0,1,780.0
1178,10696/46,10696,46,12.0,18,0.0,0,95,0,216.0
1179,10697/19,10697,19,9.2,7,0.25,0,25,0,48.3
1180,10697/35,10697,35,18.0,9,0.25,0,20,0,121.5
1181,10697/58,10697,58,13.25,30,0.25,0,62,0,298.125
1182,10697/70,10697,70,15.0,30,0.25,0,15,0,337.5
1183,10698/11,10698,11,21.0,15,0.0,0,22,0,315.0
1184,10698/17,10698,17,39.0,8,0.05,1,0,1,296.4
1185,10698/29,10698,29,123.79,12,0.05,1,0,1,1411.206
1186,10698/65,10698,65,21.05,65,0.05,0,76,0,1299.8374999999999
1187,10698/70,10698,70,15.0,8,0.05,0,15,0,114.0
1188,10699/47,10699,47,9.5,12,0.0,0,36,0,114.0
1189,10700/1,10700,1,18.0,5,0.2,0,39,0,72.0
1190,10700/34,10700,34,14.0,12,0.2,0,111,0,134.4
1191,10700/68,10700,68,12.5,40,0.2,0,6,0,400.0
1192,10700/71,10700,71,21.5,60,0.2,0,26,0,1032.0
1193,10701/59,10701,59,55.0,42,0.15,0,79,0,1963.5
1194,10701/71,10701,71,21.5,20,0.15,0,26,0,365.5
1195,10701/76,10701,76,18.0,35,0.15,0,57,0,535.5
1196,10702/3,10702,3,10.0,6,0.0,0,13,0,60.0
1197,10702/76,10702,76,18.0,15,0.0,0,57,0,270.0
1198,10703/2,10703,2,19.0,5,0.0,0,17,0,95.0
1199,10703/59,10703,59,55.0,35,0.0,0,79,0,1925.0
1200,10703/73,10703,73,15.0,35,0.0,0,101,0,525.0
1201,10704/4,10704,4,22.0,6,0.0,0,53,0,132.0
1202,10704/24,10704,24,4.5,35,0.0,1,20,1,157.5
1203,10704/48,10704,48,12.75,24,0.0,0,15,0,306.0
1204,10705/31,10705,31,12.5,20,0.0,0,0,1,250.0
1205,10705/32,10705,32,32.0,4,0.0,0,9,0,128.0
1206,10706/16,10706,16,17.45,20,0.0,0,29,0,349.0
1207,10706/43,10706,43,46.0,24,0.0,0,17,0,1104.0
1208,10706/59,10706,59,55.0,8,0.0,0,79,0,440.0
1209,10707/55,10707,55,24.0,21,0.0,0,115,0,504.0
1210,10707/57,10707,57,19.5,40,0.0,0,36,0,780.0
1211,10707/70,10707,70,15.0,28,0.15,0,15,0,357.0
1212,10708/5,10708,5,21.35,4,0.0,1,0,1,85.4
1213,10708/36,10708,36,19.0,5,0.0,0,112,0,95.0
1214,10709/8,10709,8,40.0,40,0.0,0,6,0,1600.0
1215,10709/51,10709,51,53.0,28,0.0,0,20,0,1484.0
1216,10709/60,10709,60,34.0,10,0.0,0,19,0,340.0
1217,10710/19,10710,19,9.2,5,0.0,0,25,0,46.0
1218,10710/47,10710,47,9.5,5,0.0,0,36,0,47.5
1219,10711/19,10711,19,9.2,12,0.0,0,25,0,110.39999999999999
1220,10711/41,10711,41,9.65,42,0.0,0,85,0,405.3
1221,10711/53,10711,53,32.8,120,0.0,1,0,1,3935.9999999999995
1222,10712/53,10712,53,32.8,3,0.05,1,0,1,93.47999999999999
1223,10712/56,10712,56,38.0,30,0.0,0,21,0,1140.0
1224,10713/10,10713,10,31.0,18,0.0,0,31,0,558.0
1225,10713/26,10713,26,31.23,30,0.0,0,15,0,936.9
1226,10713/45,10713,45,9.5,110,0.0,0,5,0,1045.0
1227,10713/46,10713,46,12.0,24,0.0,0,95,0,288.0
1228,10714/2,10714,2,19.0,30,0.25,0,17,0,427.5
1229,10714/17,10714,17,39.0,27,0.25,1,0,1,789.75
1230,10714/47,10714,47,9.5,50,0.25,0,36,0,356.25
1231,10714/56,10714,56,38.0,18,0.25,0,21,0,513.0
1232,10714/58,10714,58,13.25,12,0.25,0,62,0,119.25
1233,10715/10,10715,10,31.0,21,0.0,0,31,0,651.0
1234,10715/71,10715,71,21.5,30,0.0,0,26,0,645.0
1235,10716/21,10716,21,10.0,5,0.0,0,3,0,50.0
1236,10716/51,10716,51,53.0,7,0.0,0,20,0,371.0
1237,10716/61,10716,61,28.5,10,0.0,0,113,0,285.0
1238,10717/21,10717,21,10.0,32,0.05,0,3,0,304.0
1239,10717/54,10717,54,7.45,15,0.0,0,21,0,111.75
1240,10717/69,10717,69,36.0,25,0.05,0,26,0,854.9999999999999
1241,10718/12,10718,12,38.0,36,0.0,0,86,0,1368.0
1242,10718/16,10718,16,17.45,20,0.0,0,29,0,349.0
1243,10718/36,10718,36,19.0,40,0.0,0,112,0,760.0
1244,10718/62,10718,62,49.3,20,0.0,0,17,0,986.0
1245,10719/18,10719,18,62.5,12,0.25,0,42,0,562.5
1246,10719/30,10719,30,25.89,3,0.25,0,10,0,58.2525
1247,10719/54,10719,54,7.45,40,0.25,0,21,0,223.5
1248,10720/35,10720,35,18.0,21,0.0,0,20,0,378.0
1249,10720/71,10720,71,21.5,8,0.0,0,26,0,172.0
1250,10721/44,10721,44,19.45,50,0.05,0,27,0,923.875
1251,10722/2,10722,2,19.0,3,0.0,0,17,0,57.0
1252,10722/31,10722,31,12.5,50,0.0,0,0,1,625.0
1253,10722/68,10722,68,12.5,45,0.0,0,6,0,562.5
1254,10722/75,10722,75,7.75,42,0.0,0,125,0,325.5
1255,10723/26,10723,26,31.23,15,0.0,0,15,0,468.45
1256,10724/10,10724,10,31.0,16,0.0,0,31,0,496.0
1257,10724/61,10724,61,28.5,5,0.0,0,113,0,142.5
1258,10725/41,10725,41,9.65,12,0.0,0,85,0,115.80000000000001
1259,10725/52,10725,52,7.0,4,0.0,0,38,0,28.0
1260,10725/55,10725,55,24.0,6,0.0,0,115,0,144.0
1261,10726/4,10726,4,22.0,25,0.0,0,53,0,550.0
1262,10726/11,10726,11,21.0,5,0.0,0,22,0,105.0
